Anime_ID,Title,Genres,Type,Episodes,Producers,Studios,Score
210,Ranma ½,"Slice of Life, Comedy, Martial Arts, Fantasy, Shounen",TV,161,"Shogakukan-Shueisha Productions, Kitty Films, Fuji TV, Shogakukan",Studio Deen,7.76
211,Pure Mail,Hentai,OVA,2,"Pink Pineapple, Green Bunny",Unknown,6.26
212,Project A-Ko,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",Movie,1,Soeishinsha,APPP,6.86
213,Pia Carrot e Youkoso!!,"Comedy, Romance, Hentai",OVA,3,NuTech Digital,Unknown,6.02
214,Pia Carrot e Youkoso!! 2,"Comedy, Romance, Hentai",OVA,3,Pink Pineapple,Unknown,6.15
215,Pia Carrot e Youkoso!! 2 DX,"Comedy, Romance",OVA,6,Unknown,Unknown,6.31
216,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,"Comedy, Romance",Movie,1,"Geneon Universal Entertainment, I-move",Bones,5.94
217,Shin Angel,"Comedy, Drama, Hentai, Romance",OVA,5,"Pink Pineapple, Studio Tulip",Unknown,6.28
218,Kidou Senkan Nadesico,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",TV,26,"Starchild Records, Yomiko Advertising, Audio Tanaka",Xebec,7.52
219,Kidou Senkan Nadesico: The Prince of Darkness,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space",Movie,1,"TV Tokyo, Starchild Records, Kadokawa Shoten, Toei Video, Movic, Sega, King Records, Audio Tanaka",Xebec,6.77
220,Kuro no Danshou,"Hentai, Horror",OVA,4,Discovery,Unknown,5.76
221,Mezzo Forte,"Action, Comedy, Hentai, Sci-Fi",OVA,2,Green Bunny,Arms,6.65
222,Mezzo DSA,"Action, Adventure, Comedy, Mystery, Sci-Fi",TV,13,"Studio Pierrot, Shochiku, Memory-Tech, Happinet Pictures",Arms,6.68
223,Dragon Ball,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,153,Fuji TV,Toei Animation,8.0
225,Dragon Ball GT,"Action, Sci-Fi, Adventure, Comedy, Super Power, Magic, Fantasy, Shounen",TV,64,Fuji TV,Toei Animation,6.48
226,Elfen Lied,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen",TV,13,"VAP, Genco",Arms,7.56
227,FLCL,"Action, Sci-Fi, Comedy, Parody, Dementia, Psychological, Mecha",OVA,6,"Starchild Records, GANSIS","Gainax, Production I.G",8.03
228,Jigoku Shoujo,"Mystery, Horror, Psychological, Supernatural",TV,26,"Aniplex, SKY Perfect Well Think",Studio Deen,7.65
229,Ninin ga Shinobuden,"Comedy, Parody, Martial Arts",TV,12,"Toshiba Entertainment, Happinet Pictures",ufotable,6.92
230,Air Master,"Action, Comedy, Martial Arts, Seinen",TV,27,"VAP, Nippon Television Network",Toei Animation,7.02
231,Asagiri no Miko,"Action, Comedy, Supernatural, Fantasy, Seinen",TV,26,"Starchild Records, TV Tokyo Music, Shounen Gahousha","Chaos Project, GANSIS",6.18
232,Cardcaptor Sakura,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",TV,70,"NHK, Kodansha, Sogo Vision, YTV",Madhouse,8.16
233,Daa! Daa! Daa!,"Comedy, Sci-Fi, Shoujo",TV,78,Unknown,J.C.Staff,7.65
234,Dan Doh!!,"Adventure, Sports, Shounen",TV,26,"TV Tokyo, HoriPro",Tokyo Kids,6.69
235,Detective Conan,"Adventure, Mystery, Comedy, Police, Shounen",TV,Unknown,"Yomiuri Telecasting, Animax, YTV, TMS-Kyokuchi, Shogakukan",TMS Entertainment,8.16
236,E's Otherwise,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural",TV,26,Sotsu,Studio Pierrot,6.64
237,Koukyoushihen Eureka Seven,"Adventure, Drama, Mecha, Romance, Sci-Fi",TV,50,"Aniplex, Bandai Visual, Kadokawa Shoten, Mainichi Broadcasting System, Bandai, Ashi Production, Sony Music Entertainment, Bandai Namco Games, Hakuhodo DY Media Partners, Bandai Channel, USEN",Bones,8.09
238,Rekka no Honoo,"Action, Adventure, Martial Arts, Shounen, Super Power",TV,42,Fuji TV,Studio Pierrot,7.36
239,Gankutsuou,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",TV,24,"GDH, TV Asahi, Media Factory, Sotsu Music Publishing",Gonzo,8.17
240,Genshiken,"Slice of Life, Comedy, Parody",TV,12,"Genco, Lantis, Kids Station, Toshiba Entertainment",Palm Studio,7.66
241,Girls Bravo: First Season,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen",TV,11,"Lantis, Kadokawa Shoten, Fuji TV, Rakuonsha, KlockWorx, Happinet Pictures, Studio Jack",AIC Spirits,6.45
242,Gokusen,"Slice of Life, Comedy, Drama, School, Josei",TV,13,"VAP, Studio Jack",Madhouse,7.42
243,Gravitation,"Comedy, Music, Romance, Shoujo, Shounen Ai",TV,13,Aniplex,Studio Deen,7.02
244,Agatha Christie no Meitantei Poirot to Marple,"Historical, Mystery",TV,39,Unknown,OLM,6.88
245,Great Teacher Onizuka,"Slice of Life, Comedy, Drama, School, Shounen",TV,43,"Aniplex, Fuji TV",Studio Pierrot,8.7
246,Groove Adventure Rave,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,51,"TBS, Kodansha",Studio Deen,7.27
247,Harukanaru Toki no Naka de: Hachiyou Shou,"Fantasy, Magic, Supernatural, Demons, Historical, Shoujo",TV,26,Unknown,Yumeta Company,7.05
248,Ichigo 100%,"Comedy, Ecchi, Harem, Romance, Shounen",TV,12,Shueisha,Madhouse,6.68
249,InuYasha,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",TV,167,"Yomiuri Telecasting, Shogakukan",Sunrise,7.85
250,Konjiki no Gash Bell!!,"Adventure, Comedy, Demons, Supernatural, Magic, Shounen",TV,150,"Yomiko Advertising, Fuji TV",Toei Animation,7.55
251,Kyou kara Maou!,"Adventure, Comedy, Demons, Fantasy, Shoujo",TV,78,NHK,Studio Deen,7.7
252,Madlax,"Military, Mystery, Psychological, Supernatural, Drama, Magic, Shounen",TV,26,Victor Entertainment,Bee Train,7.07
253,Jungle wa Itsumo Hare nochi Guu,"Slice of Life, Comedy, School",TV,26,"Bandai Visual, Sotsu",Shin-Ei Animation,7.84
254,Jungle wa Itsumo Hare nochi Guu Deluxe,"Comedy, Slice of Life",OVA,6,Bandai Visual,Shin-Ei Animation,7.83
255,Jungle wa Itsumo Hare nochi Guu Final,"Slice of Life, Comedy",OVA,7,Bandai Visual,Shin-Ei Animation,7.65
256,Hoshi no Koe,"Sci-Fi, Space, Drama, Romance, Mecha",OVA,1,Unknown,CoMix Wave Films,7.22
257,Ikkitousen,"Ecchi, Super Power, Martial Arts, School",TV,13,"Genco, Cosmic Ray, Eye Move, Bushiroad",J.C.Staff,6.45
258,Hitsuji no Uta,"Horror, Drama, Vampire",OVA,4,"Group TAC, KENMedia",Madhouse,6.23
259,Happy☆Lesson,"Comedy, Harem, Romance, School",OVA,5,KSS,Studio Hibari,6.64
260,Happy☆Lesson (TV),"Comedy, Drama, Harem, Romance, Slice of Life",TV,13,KSS,Studio Hibari,6.67
261,Happy☆Lesson: Advance,"Comedy, Harem, Romance, Slice of Life",TV,13,"KSS, Studio Jack",Studio Hibari,6.84
262,Happy☆Lesson: The Final,"Comedy, Harem, Romance, School",OVA,3,KSS,Studio Hibari,6.83
263,Hajime no Ippo,"Comedy, Sports, Drama, Shounen",TV,75,VAP,Madhouse,8.75
264,Hajime no Ippo: Champion Road,"Comedy, Shounen, Sports",Special,1,Unknown,Madhouse,8.29
265,Hajime no Ippo: Mashiba vs. Kimura,"Comedy, Sports, Shounen",OVA,1,Unknown,Madhouse,8.23
266,Gunparade March: Arata Naru Kougunka,"Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Slice of Life",TV,12,"Rondo Robe, d-rights",J.C.Staff,6.8
267,Gungrave,"Action, Drama, Sci-Fi, Seinen, Super Power",TV,26,Tohokushinsha Film Corporation,Madhouse,7.87
268,Golden Boy,"Adventure, Comedy, Ecchi",OVA,6,"KSS, Shueisha",APPP,8.03
269,Bleach,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",TV,366,"TV Tokyo, Aniplex, Dentsu, TV Tokyo Music, Studio Kelmadick, Shueisha",Studio Pierrot,7.8
270,Hellsing,"Action, Horror, Supernatural, Vampire, Seinen",TV,13,"Fuji TV, Pioneer LDC",Gonzo,7.5
271,Gad Guard,"Sci-Fi, Adventure, Mecha, Shounen",TV,26,"Hal Film Maker, Media Factory, Imagica, Amber Film Works, Imagine",Gonzo,6.7
272,Noir,"Action, Mystery, Drama",TV,26,Victor Entertainment,Bee Train,7.31
273,Mahoutsukai ni Taisetsu na Koto,"Slice of Life, Drama, Magic, Shounen",TV,12,"Rondo Robe, Pioneer LDC, Daiei",J.C.Staff,6.75
274,Kiddy Grade,"Action, Sci-Fi, Super Power, Ecchi, Mecha",TV,24,gimik,Gonzo,7.22
275,Love♥Love?,"Ecchi, Comedy, Harem, Romance",TV,9,m.o.e.,"Imagin, Studio Live",5.91
276,Mahoromatic: Automatic Maiden,"Comedy, Ecchi, Military, Romance, Sci-Fi",TV,12,"TBS, Pioneer LDC","Gainax, Shaft",7.18
277,Mahoromatic: Motto Utsukushii Mono,"Military, Sci-Fi, Comedy, Drama, Romance, Ecchi",TV,14,Pioneer LDC,"Gainax, Shaft",7.17
278,Viewtiful Joe,"Action, Sci-Fi, Comedy, Shounen",TV,51,"TV Tokyo, MediaNet, Capcom",Group TAC,6.75
279,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",TV,13,"Tokyo Movie Shinsha, RCC Chugoku Broadcasting, Toho, Tohokushinsha Film Corporation",TMS Entertainment,7.15
280,Animal Yokochou,"Adventure, Comedy, Fantasy, Shoujo",TV,51,"TV Tokyo, Geneon Universal Entertainment, Dentsu, TV Tokyo Music, Dentsu Tec",Gallop,6.83
281,Akane Maniax,"Comedy, Mecha, Romance",OVA,3,"Lantis, Age",Silver,5.74
282,Angel Heart,"Action, Mystery, Drama, Romance, Seinen",TV,50,Aniplex,TMS Entertainment,7.3
283,Akage no Anne,"Slice of Life, Historical, Drama",TV,50,Unknown,Nippon Animation,7.7
284,Area 88 (TV),"Action, Drama, Military, Romance, Shounen",TV,12,TV Asahi,Group TAC,7.03
285,Argento Soma,"Action, Adventure, Drama, Mecha, Military, Sci-Fi",TV,25,Unknown,Sunrise,6.8
286,B'T X,"Adventure, Mecha, Sci-Fi, Shounen",TV,25,"Tokyo Movie Shinsha, TMS-Kyokuchi",TMS Entertainment,7.05
287,Grappler Baki (TV),"Action, Sports, Martial Arts, Shounen",TV,24,Free-Will,Group TAC,7.44
288,Bakuten Shoot Beyblade,"Action, Sci-Fi, Adventure, Comedy, Sports, Shounen",TV,51,"d-rights, Heewon Entertainment",Madhouse,6.73
289,Comic Party,"Comedy, Drama",TV,13,KSS,OLM,6.59
290,Seikai no Monshou,"Action, Military, Sci-Fi, Space, Romance",TV,13,"Bandai Visual, WOWOW",Sunrise,7.69
291,D.C.S.S: Da Capo Second Season,"Comedy, Harem, Romance, Supernatural, Drama",TV,26,Unknown,feel.,7.01
292,Dear Boys,"Drama, Shounen, Sports",TV,26,OB Planning,A.C.G.T.,6.85
293,Di Gi Charat,"Comedy, Fantasy, Sci-Fi",TV,16,Broccoli,Madhouse,6.73
294,Divergence Eve,"Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space",TV,13,"Media Factory, Imagica, KlockWorx",Radix,5.93
295,Divergence Eve 2: Misaki Chronicles,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",TV,13,"Imagica, KlockWorx",Radix,6.3
296,Dragon Drive,"Action, Sci-Fi, Adventure, Comedy, Fantasy, School, Shounen",TV,38,"Bandai Visual, Nihon Ad Systems, TV Tokyo Music",Madhouse,6.73
297,Grenadier: Hohoemi no Senshi,"Action, Ecchi, Adventure, Comedy, Shounen",TV,12,"Shochiku, Kadokawa Shoten, Toshiba Entertainment",Group TAC,6.72
298,.hack//Tasogare no Udewa Densetsu,"Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen",TV,12,"Bandai Visual, Yomiko Advertising",Bee Train,6.6
299,.hack//Liminality,"Game, Mystery, Sci-Fi",OVA,4,"Bandai Visual, Bandai, CyberConnect2",Bee Train,6.61
300,3x3 Eyes,"Action, Demons, Fantasy, Horror, Romance",OVA,4,"Bandai Visual, Kodansha",Toei Animation,6.77
301,Cinderella Boy,"Action, Adventure, Mystery, Comedy, Seinen",TV,13,Unknown,Magic Bus,6.32
302,Mirai Shounen Conan,"Adventure, Drama, Sci-Fi",TV,26,Unknown,Nippon Animation,8.09
303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,"Comedy, Magic, Supernatural",TV,48,Bandai Visual,OLM,6.92
304,Aa! Megami-sama! Movie,"Comedy, Magic, Romance, Seinen, Supernatural",Movie,1,"Bandai Visual, Pony Canyon, Kodansha, Movic, Sega, Imagine",AIC,7.57
305,Abashiri Ikka,"Action, Comedy, Shounen",OVA,4,Dynamic Planning,Studio Pierrot,5.39
306,Abenobashi Mahou☆Shoutengai,"Comedy, Parody, Ecchi, Fantasy",TV,13,"Dentsu, Starchild Records, Imagica, Rakuonsha, King Records","Gainax, Madhouse",7.26
307,Kerokko Demetan,"Kids, Fantasy, Comedy",TV,39,Unknown,Tatsunoko Production,6.01
308,Zettai Shounen,"Sci-Fi, Mystery, Drama, Fantasy, Shounen",TV,26,"Bandai Visual, Mellow Head, Genco, Ginga Ya, Trilogy Future Studio",Ajia-Do,6.94
309,Akahori Gedou Hour Rabuge,"Comedy, Magic, Parody",TV,13,"Lantis, Kadokawa Shoten, Studio Jack, NBCUniversal Entertainment Japan, Audio Tanaka, On The Run",Radix,6.16
310,"Chiisana Obake: Acchi, Kocchi, Socchi","Comedy, Supernatural",TV,50,Unknown,Studio Pierrot,5.98
311,Ace wo Nerae!,"Sports, Drama, Romance, School, Shoujo",TV,26,Mainichi Broadcasting System,"Madhouse, Tokyo Movie Shinsha",7.02
312,Ace wo Nerae!: Final Stage,"Action, Drama, Sports",OVA,12,Tokyo Movie Shinsha,Unknown,6.52
313,Ace wo Nerae! (1979),"Sports, Drama, Romance, School, Shoujo",Movie,1,Unknown,Madhouse,6.83
314,Ace wo Nerae! 2,"Drama, Shoujo, Sports",OVA,13,"Bandai Visual, Tokyo Movie Shinsha, Movic",Annapuru,6.87
315,Xiao Qian,"Action, Drama, Fantasy, Romance",Movie,1,"Polygram Japan, Film Workshop",Triangle Staff,6.5
316,Nageki no Kenkou Yuuryouji,"Comedy, Hentai, Yuri",OVA,3,"Pink Pineapple, Critical Mass Video",AIC,6.19
317,Final Fantasy VII: Advent Children,"Action, Super Power, Fantasy",Movie,1,Unknown,Square Enix,7.76
318,Hand Maid May,"Comedy, Ecchi, Harem, Romance, Sci-Fi",TV,10,"Geneon Universal Entertainment, Pioneer LDC, Cosmic Ray","TNK, Production Reed",6.73
319,Happy World!,"Ecchi, Fantasy, Comedy, Romance",OVA,3,"KSS, Soft Garage",Zexcs,6.02
320,A Kite,"Action, Hentai, Police, Drama",OVA,2,"Green Bunny, BEAM Entertainment",Arms,6.56
321,Najica Dengeki Sakusen,"Action, Ecchi, Comedy, Sci-Fi",TV,12,"GDH, Media Factory, Nippon Columbia","Studio Fantasia, Amber Film Works",6.0
322,Paradise Kiss,"Comedy, Drama, Josei, Romance, Slice of Life",TV,12,"Aniplex, Fuji TV",Madhouse,7.83
323,Mousou Dairinin,"Mystery, Dementia, Police, Psychological, Supernatural, Drama, Thriller",TV,13,"WOWOW, Asmik Ace, Tohokushinsha Film Corporation",Madhouse,7.68
324,Kidou Keisatsu Patlabor: On Television,"Comedy, Mecha, Police, Sci-Fi",TV,47,Tohokushinsha Film Corporation,Sunrise,7.69
325,Peach Girl,"Slice of Life, Drama, Romance, School, Shoujo",TV,25,"TV Tokyo, Marvelous, Studio Jack",Studio Comet,7.0
326,Petshop of Horrors,"Horror, Josei, Mystery, Supernatural",TV,4,"Trans Arts, TBS",Madhouse,7.27
327,Puchi Pri*Yucie,"Comedy, Magic, Fantasy, Shoujo",TV,26,Unknown,Gainax,7.42
328,Piano (TV),"Music, Slice of Life, Drama, Romance, Shoujo",TV,10,"animate Film, Kids Station, Pioneer LDC",OLM,6.02
329,Planetes,"Drama, Romance, Sci-Fi, Seinen, Space",TV,26,"Bandai Visual, NHK",Sunrise,8.31
330,Midori no Hibi,"Comedy, Drama, Romance, Ecchi, Shounen",TV,13,"Bandai Visual, Lantis",Studio Pierrot,7.28
331,Mahoujin Guruguru,"Adventure, Comedy, Magic, Fantasy, Shounen",TV,45,"Dentsu, Asahi Broadcasting",Nippon Animation,7.61
332,Dokidoki♡Densetsu: Mahoujin Guruguru,"Adventure, Comedy, Magic, Fantasy, Shounen",TV,38,"TV Tokyo, Sotsu",Nippon Animation,7.19
333,Mama wa Shougaku 4 Nensei,"Comedy, Drama, Sci-Fi",TV,51,Unknown,Sunrise,7.21
334,Marmalade Boy,"Comedy, Drama, Romance, Shoujo",TV,76,Asahi Broadcasting,Toei Animation,7.49
335,Matantei Loki Ragnarok,"Comedy, Magic, Mystery, Shounen, Supernatural",TV,26,"TV Tokyo, Rakuonsha",Studio Deen,7.29
336,Ginyuu Mokushiroku Meine Liebe,"Fantasy, Shoujo",TV,13,Rondo Robe,Bee Train,6.46
337,Psychic Academy,"Comedy, Romance, Supernatural",TV,24,"Starchild Records, GANSIS",E&G Films,6.24
338,Versailles no Bara,"Military, Historical, Drama, Romance, Shoujo",TV,40,Nippon Television Network,Tokyo Movie Shinsha,8.33
339,Serial Experiments Lain,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural",TV,13,"TV Tokyo, Geneon Universal Entertainment, Genco, Pioneer LDC, TV Tokyo Music, Fujipacific Music",Triangle Staff,8.03
340,Mutsu Enmei Ryuu Gaiden: Shura no Toki,"Action, Historical, Martial Arts, Samurai, Shounen",TV,26,"TV Tokyo, Sotsu, Marvelous, Media Factory",Studio Comet,7.59
341,Spiral: Suiri no Kizuna,"Drama, Mystery, Shounen",TV,25,"TV Tokyo, Aniplex, Sotsu, SME Visual Works",J.C.Staff,7.25
342,Starship Operators,"Drama, Military, Sci-Fi, Space",TV,13,Geneon Universal Entertainment,J.C.Staff,7.0
343,Tsukuyomi: Moon Phase,"Comedy, Romance, Vampire, Fantasy, Seinen",TV,25,Unknown,Shaft,7.0
344,Futatsu no Spica,"Sci-Fi, Supernatural, Drama, School",TV,20,NHK,Group TAC,7.37
345,Eikoku Koi Monogatari Emma,"Slice of Life, Historical, Drama, Romance, Seinen",TV,12,"Pony Canyon, TBS, Toshiba Entertainment, Fuji Creative",Studio Pierrot,7.67
346,W: Wish,"Drama, Harem, Romance, School, Slice of Life",TV,13,Unknown,"Trinet Entertainment, Picture Magic",6.19
347,Wild Arms: Twilight Venom,"Action, Sci-Fi, Adventure, Magic, Vampire, Fantasy",TV,22,"Aniplex, WOWOW",Bee Train,6.66
348,Binzume Yousei,"Comedy, Fantasy, Magic, Slice of Life",TV,13,"Hal Film Maker, Genco, Starchild Records",Xebec,6.45
349,Magical Canan,"Supernatural, Drama, Magic, Fantasy",TV,13,Unknown,AIC ASTA,6.19
350,Ojamajo Doremi,"Comedy, Magic",TV,51,Asahi Broadcasting,Toei Animation,7.21
351,Ojamajo Doremi Sharp,"Comedy, Magic, Shoujo",TV,49,Asahi Broadcasting,Toei Animation,7.34
352,Motto! Ojamajo Doremi,"Magic, Fantasy, Comedy, Shoujo",TV,50,Asahi Broadcasting,Toei Animation,7.34
353,Ojamajo Doremi Dokkaan!,"Comedy, Magic, Shoujo",TV,51,Asahi Broadcasting,Toei Animation,7.59
354,UG☆Ultimate Girls,"Comedy, Ecchi, Magic, Sci-Fi",TV,12,m.o.e.,Studio Matrix,5.63
355,Shakugan no Shana,"Action, Drama, Fantasy, Romance, School, Supernatural",TV,24,"Geneon Universal Entertainment, ASCII Media Works, Toshiba Entertainment, Cosmic Ray, Showgate",J.C.Staff,7.51
356,Fate/stay night,"Action, Supernatural, Magic, Romance, Fantasy",TV,24,"Geneon Universal Entertainment, Frontier Works, TBS, KlockWorx, Notes",Studio Deen,7.34
357,Bokusatsu Tenshi Dokuro-chan,"Comedy, Magic, Ecchi",OVA,4,"Geneon Universal Entertainment, Showgate","Hal Film Maker, Nomad",6.59
358,"Iriya no Sora, UFO no Natsu","Drama, Romance, Sci-Fi",OVA,6,Happinet Pictures,Toei Animation,6.99
359,I'll/CKBC,"Action, Sports, School, Shounen",OVA,2,"Aniplex, SME Visual Works",M.S.C,6.3
360,Himiko-den,"Adventure, Supernatural, Drama, Fantasy",TV,12,"Rakuonsha, Studio Jack, Amuse, Hakuhodo, Mitsubishi, Panasonic Digital Contents",Group TAC,6.24
361,Memories Off,"Romance, Drama",OVA,3,E&G Films,Unknown,5.93
362,Memories Off 2nd,"Romance, Drama",OVA,3,"Picture Magic, Rikuentai",Unknown,6.3
363,Memories Off 3.5,"Romance, Drama",OVA,4,Unknown,"Picture Magic, Rikuentai",6.29
364,Gallery Fake,"Mystery, Seinen",TV,37,"TV Tokyo, Aniplex","TMS Entertainment, Tokyo Kids, Minami Machi Bugyousho",7.47
365,Fake,"Police, Comedy, Romance, Mystery, Shounen Ai",OVA,1,Unknown,J.C.Staff,6.54
366,AIKa,"Action, Ecchi, Adventure, Comedy, Sci-Fi",OVA,7,Bandai Visual,Studio Fantasia,5.94
367,Akazukin Chacha OVA,"Comedy, Fantasy, Magic",OVA,3,Nihon Ad Systems,Gallop,7.05
368,Bible Black,Hentai,OVA,6,Active,Milky Animation Label,6.65
369,Boogiepop wa Warawanai,"Psychological, Supernatural, Dementia, Mystery, Drama, Horror",TV,12,"VAP, d-rights",Madhouse,7.17
370,Burn Up Excess,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi, Shounen",TV,13,AIC,Magic Bus,6.55
371,Cardcaptor Sakura Movie 1,"Comedy, Drama, Magic, Fantasy, Shoujo",Movie,1,"Bandai Visual, Shochiku, Shelty",Madhouse,7.64
372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo",Movie,1,"Bandai Visual, Shochiku, Kodansha, Shelty, Amber Film Works",Madhouse,8.22
373,Bannou Bunka Neko-Musume,"Sci-Fi, Adventure, Comedy, Mecha, Seinen",OVA,6,"Starchild Records, Movic","Studio Fantasia, animate Film",6.7
374,Bannou Bunka Neko-Musume DASH!,"Action, Comedy, Ecchi, Romance, Sci-Fi",OVA,12,Movic,Production Reed,6.37
375,Bannou Bunka Neko-Musume (1998),"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen",TV,12,Movic,Production Reed,6.53
376,"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer","Horror, Psychological, Supernatural, Drama, Ecchi, Seinen",Special,1,VAP,Arms,7.19
377,eX-Driver,"Action, Adventure, Cars, Comedy, Sci-Fi, Shounen",OVA,6,"Bandai Visual, Genco","Actas, Production Reed",6.73
378,eX-Driver the Movie,"Action, Adventure, Cars, Comedy, Sci-Fi, Shounen",Movie,1,"Bandai Visual, Genco",Actas,6.64
379,Heppoko Jikken Animation Excel♥Saga,"Comedy, Parody, Sci-Fi, Shounen",TV,26,Victor Entertainment,J.C.Staff,7.5
380,Fushigi Yuugi OVA,"Adventure, Fantasy, Romance, Comedy, Historical, Shoujo",OVA,3,"Bandai Visual, Movic",Studio Pierrot,7.16
381,Fushigi Yuugi: Dai Ni Bu,"Adventure, Drama, Fantasy, Historical, Martial Arts, Romance, Shoujo",OVA,6,Unknown,Studio Pierrot,7.27
382,Futari Ecchi,"Comedy, Ecchi, Romance, Seinen, Slice of Life",OVA,4,Half H.P Studio,Chaos Project,6.37
383,Galaxy Angel,"Comedy, Sci-Fi",TV,24,"Bandai Visual, Broccoli, Studio Jack",Madhouse,7.03
384,Gantz,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi",TV,13,Fuji TV,Gonzo,7.05
385,Gilgamesh,"Drama, Fantasy, Sci-Fi, Supernatural",TV,26,Kansai Telecasting,"Group TAC, Japan Vistec",6.65
386,H2,"Comedy, Sports, Romance, Shounen",TV,41,Asahi Broadcasting,Production Reed,7.27
387,Haibane Renmei,"Slice of Life, Mystery, Psychological, Drama, Fantasy",TV,13,"Kadokawa Shoten, Fuji TV, Studio Tulip",Radix,7.99
388,Capeta,"Cars, Shounen, Sports",TV,52,"TV Tokyo, Sotsu, Marvelous, Delfi Sound",Studio Comet,7.83
389,Karas,"Action, Sci-Fi, Super Power, Fantasy",OVA,6,Showgate,Tatsunoko Production,7.42
390,Suzuka,"Sports, Drama, Romance, Shounen",TV,26,"Marvelous, Starchild Records, Studio Jack",Studio Comet,7.22
391,Tales of Phantasia The Animation,"Adventure, Fantasy, Shounen",OVA,4,"Geneon Universal Entertainment, Frontier Works",Actas,6.82
392,Yuu☆Yuu☆Hakusho,"Action, Comedy, Demons, Supernatural, Martial Arts, Shounen",TV,112,"Yomiko Advertising, Fuji TV",Studio Pierrot,8.45
393,Escaflowne,"Adventure, Drama, Fantasy, Mecha, Romance, Sci-Fi, Shoujo",Movie,1,Atelier Musa,"Bones, Sunrise",7.08
394,Ai Yori Aoshi: Enishi,"Comedy, Drama, Harem, Romance, Slice of Life",TV,12,"Geneon Universal Entertainment, Rondo Robe, Movic, Cosmic Ray",J.C.Staff,7.16
395,Gantz 2nd Stage,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi",TV,13,Fuji TV,Gonzo,7.08
396,Seikai no Senki,"Action, Military, Romance, Sci-Fi, Space",TV,13,"Bandai Visual, WOWOW",Sunrise,7.72
397,Seikai no Senki II,"Action, Military, Romance, Sci-Fi, Space",TV,10,"Bandai Visual, WOWOW",Sunrise,7.84
398,Seikai no Senki III,"Action, Military, Romance, Sci-Fi, Space",OVA,2,Bandai Visual,Sunrise,7.7
